sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Total deaths","Total affected","Total damage ('000 US$)","Disaster name","Disaster No."
26/03/1995,26/03/1995,Ecuador,ECU,Quevedo,"2.13 S","79.54 W",5.2,Richter,Earthquake,"Ground movement",--,1,85,0,,1995-0047
02/10/1995,02/10/1995,Ecuador,ECU,"Pastaza, Tena, Archidona, Santiago (Cutuca mountains, Morona Santiago Province)","2.7 S","77.8 W",6.9,Richter,Earthquake,"Ground movement",--,2,805,0,,1995-0226
/01/1995,/01/1995,Ecuador,ECU,,,,,Vaccinated,Epidemic,"Viral disease",--,0,3399,0,"Dengue fever",1995-0311
28/03/1996,28/03/1996,Ecuador,ECU,"Pujili, San Juan, Atocha, Santa Barbara, Rumiquinche, Cuturibi Alto, Cutuburi Bajo, San Antonio, Cachi Ato, Cachi Bajo, Nazareth, La Merced, Pucara, Alpamalag, La Victoria, Tiobamba, California, Lacubamba, Laguamatsa, Isinche,  (Cotopaxi ","0.68 S","78.30 W ",5.7,Richter,Earthquake,"Ground movement",--,27,30705,7000,,1996-0062
09/03/1997,19/03/1997,Ecuador,ECU,"Esmeraldas, Manabi, Guayas, El Oro, Azuay, Cañar, Cotopaxi, Pichincha,Morona Santiago, Zamora, Chinchipe provinces",,,10,Km2,Flood,"Riverine flood","Slide (land, mud, sn",27,13916,0,,1997-0092
/10/1997,/03/1998,Ecuador,ECU,"Guayas and Los Rios, El Oro, Manabi, Esmeraldas provinces",,,,Km2,Flood,--,"Slide (land, mud, sn",218,35091,271000,,1997-0526
/02/1997,//1997,Ecuador,ECU,"Celica, Macara, Puyango, Pindal, Sozoranga, Zapotillo counties (Loja province), Arenillas, Las Lajas, Huaquillas counties (El Oro province)",,,,Km2,Drought,Drought,--,0,34000,0,,1997-9023
/05/1998,/05/1998,Ecuador,ECU,Chimborazo,,,,Vaccinated,Epidemic,"Bacterial disease",--,12,0,0,,1998-0147
04/08/1998,04/08/1998,Ecuador,ECU,"Canoa, Bahia de Caraquez, San Vicente, Bricenio, Jama, Chone, Santa Ana, Portoviejo, Montecristi, Manta, Charapoto, San Clemente, San Jacinto (Manabi province)","0.593 S","80.393 W",7.1,Richter,Earthquake,"Ground movement",--,3,2040,0,,1998-0353
01/01/1998,31/03/1998,Ecuador,ECU,"Loja Province",,,,Vaccinated,Epidemic,"Bacterial disease",--,1,11,0,Cholera,1998-0570
/09/1999,/09/1999,Ecuador,ECU,"Ambato (Tungurahua Province), Riobamba (Chimborazo Province)","0.17 S","78.6 W",,,"Volcanic activity","Ash fall",--,0,24200,0,"Guagua Pinchicha, Tungurahua",1999-0584
/03/2000,/03/2000,Ecuador,ECU,"Guayas, Los Rios provinces",,,,Vaccinated,Epidemic,"Parasitic disease",--,0,100000,0,,2000-0204
/03/2000,/03/2000,Ecuador,ECU,,,,,Vaccinated,Epidemic,"Viral disease",--,8,220,0,"Dengue fever",2000-0205
12/04/2000,12/04/2000,Ecuador,ECU,"Quito district (Pichincha province)",,,,,Landslide,Landslide,--,14,205,0,,2000-0206
22/05/2000,22/05/2000,Ecuador,ECU,"Carchi, Imbabura provinces",,,,Km2,Flood,--,--,34,32,0,,2000-0266
14/10/2000,14/10/2000,Ecuador,ECU,"Penipe, Guano districts (Chimborazo province)",,,,,Landslide,Mudslide,--,30,180,0,,2000-0724
08/03/2001,10/03/2001,Ecuador,ECU,"Chone, Portoviejo districts (Manabi province)",,,2130,Km2,Flood,"Flash flood",--,11,1200,0,,2001-0186
11/06/2001,20/06/2001,Ecuador,ECU,"Zamora Chinchipe, Napo, Pastaza, Morona Santiago, Orellana provinces",,,,Km2,Flood,"Riverine flood",--,47,8330,0,,2001-0252
14/08/2001,14/08/2001,Ecuador,ECU,"Quero, Cevallos, Mocha, San Pedro de Pelileo, Tisaleo districts (Tungurahua province), Penipe, Guano districts (Chimborazo province)",-1.467,-78.442,,,"Volcanic activity","Ash fall",--,0,22770,10975,Tungurahua,2001-0456
06/03/2002,29/04/2002,Ecuador,ECU,"Guayaquil, Duran districts (Guayas province), Huaquillas district (El Oro province), Portoviejo, Manta, Montecristi, Sucre, San Vicente districts (Manabi province), 
Pichincha, Bolivar, Canar, Esmeraldas, Los Rios provinces",,,52930,Km2,Flood,"Riverine flood",Rain,31,54113,13000,,2002-0125
19/03/2002,19/03/2002,Ecuador,ECU,"Huaquillas district (El Oro province)",,,,Km2,Flood,--,--,0,520,3000,,2002-0162
16/07/2002,16/07/2002,Ecuador,ECU,"Santiago De Mendez municipality (Santiago district, Morona Santiago province)",,,,,"Mass movement (dry)",Landslide,--,60,0,0,,2002-0437
/01/2002,02/08/2002,Ecuador,ECU,"Galapos Isl.",,,,Vaccinated,Epidemic,"Viral disease",--,0,100,0,Unknown,2002-0503
03/11/2002,04/11/2002,Ecuador,ECU,"Pedro Mancayo, Cayambe, Quito, Ruminahui, Mejia districts (Pichincha province), Gonzalo Pizarro district (Sucumbios province), El Chaco, Quijos districts (Napo province)",,,,,"Volcanic activity","Ash fall",--,0,128150,0,Reventador,2002-0693
02/10/2002,02/10/2002,Ecuador,ECU,"Banos de Angua Santa district (Tungurahua province)",-1.467,-78.442,0,,"Volcanic activity","Ash fall",--,0,21500,0,Tungurahua,2002-0846
05/06/2003,05/07/2003,Ecuador,ECU,"Guano, Penipe districts (Chimborazo province), Cevallos, Mocha, Quero, San Pedro de Pelileo, Tisaleo districts (Tungurahua province) ",-1.467,-78.442,,,"Volcanic activity","Ash fall",Pollution,0,25000,0,Tungurahua,2003-0326
06/05/2003,06/05/2003,Ecuador,ECU,"Eloy Alfaro, San Lorenzo districts (Esmeraldas province)",,,,Km2,Flood,"Riverine flood",--,0,7905,0,,2003-0767
16/02/2006,06/05/2006,Ecuador,ECU,"Quevedo, Babahoyo, Vinces, Baba, Urdaneta, Montalvo districts (Los Rios province), Santa Rosa, Portovelo, Huaquillas, Arenillas districts (El Oro province), Salitre district (Gayas province), Eloy Alfaro district (Esmeraldas province), Portoviejo, Montecristi, Chone, Tosagua, Rocafuerte, Sucre district (Manabi province), Pichincha, Santa Elena, Santo Domingo de los Tsachilas, Zona No Delimitada provinces",-2.23,-79.98,30150,Km2,Flood,"Riverine flood","Slide (land, mud, sn",16,57670,2800,,2006-0093
10/05/2006,23/05/2006,Ecuador,ECU,"Cusua village ; Tungurahua, Chimborazo provinces",-1.467,-78.442,,,"Volcanic activity","Ash fall",--,0,250,0,"Tungurahua ",2006-0283
14/07/2006,17/08/2006,Ecuador,ECU,"Pelileo, Patate, Banos, Cevallos, Tisaleo, Mocha, Quero districts (Tungurahua province), Guano, Penipe districts (Chimborazo province) ; Bolivar, Pastaza, Los Rios, Guayas, Manabi provinces",-1.467,-78.442,,,"Volcanic activity","Ash fall",--,5,300013,150000,Tungurahua,2006-0373
30/01/2008,03/03/2008,Ecuador,ECU,"Samborondon, Salitre, Daule, San Jacinto de Yaguachi, Alfredo Baquerizo Moreno, Santa Lucia districts (Guayas province), Chone, Tosagua districts (Manabi province), Babahoyo, Baba, Montalvo, Vinces, Urdaneta districts (Los Rios province), Azuay, Esmeraldas, El Oro, Santa Elena, Carchi, Cotopaxi, Canar, Chimborazo, Loja, Bolivar, Imbabura, Pincincha provinces",-1.25,-79.66,75830,Km2,Flood,"Riverine flood","Slide (land, mud, sn",41,289122,1000000,,2008-0048
19/01/2009,02/03/2009,Ecuador,ECU,"Montanita area (Santa Elena district, Santa Elena province), 3 de Noviembre area (El Guabo district, El Oro province), Taura, Naranjal, Puerto Inca, Lechugal areas (Naranjal district, Guayas province), El Triunfo, Colimes, Daule, San Jacinto de Yaguachi, Duran, Salitre districts (Guayas province), Machala, Balsas, El Guabo districts (El Oro province), Quevedo, Mocache, Babahoyo, Baba, Montalvo, Vinces, Urdaneta districts (Los Rios province), Echeandia district (Bolivar province), Santo Domingo district (Santo Domingo de los Tsachilas province), Salinas, La Libertad districts (Santa Elena province), Quininde, San Lorenzo, Eloy Alfaro, Esmeraldas districts (Esmeraldas province), Quito district (Pichincha province), Latacunga, La Mana districts (Cotopaxi province), Manta, 24 de Mayo, Flavio Alfaro, Sucre, Chone districts (Manabi province), Tollo Intag village (Cotacachi districts, Imbabura province), Chimborazo, Canar provinces",,,,Km2,Flood,"Riverine flood",--,3,11807,0,,2009-0088
/11/2009,//2010,Ecuador,ECU,"Manabi, Los Rios, Cotopaxi, Bolivar, Chimborazo, Tungurahua provinces",,,,Km2,Drought,Drought,--,0,107500,1700,,2009-9415
/01/2010,/02/2010,Ecuador,ECU,"Cotopaxi, El Oro, Esmeraldas, Guayas provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",12,500,0,,2010-0056
06/04/2010,06/04/2010,Ecuador,ECU,"Tena district (Napo province)",,,,Km2,Flood,"Riverine flood",--,2,6440,0,,2010-0270
28/05/2010,28/05/2010,Ecuador,ECU,"Tungurahua, Chimborazo, Bolivar, Pastaza, Los Rios, Guayas provinces",-1.467,-78.442,,,"Volcanic activity","Ash fall",--,0,2500,0,Tungurahua,2010-0274
//2010,//2010,Ecuador,ECU,,,,,Vaccinated,Epidemic,"Viral disease",--,4,4000,0,Dengue,2010-0702
/02/2011,/02/2011,Ecuador,ECU,"Vinces district (Los Rios province), Bolivar, Carchi, Chimborazo, Cotopaxi, El Oro, Guayas, Imabura, Manabi, Zamora Chinchipe provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",0,3600,0,,2011-0095
/07/2011,/07/2011,Ecuador,ECU,"Lafama (Sucumbios district, Sucumbios province)",,,,,Landslide,Landslide,--,7,150,0,,2011-0278
01/01/2012,26/03/2012,Ecuador,ECU,"Candilejo Arriba, Tierra o Muerte, Paula Leon, Santa Lucia, Porvenir, La Chontilla, El Jovito areas (Salitre district, Guayas province), Porvenir, El Tropezon, La Carmela de abajo, San Isidro areas (Babahoyo district, Los Rios province), (Pajarito de Abajo, La Yuca, La Palmira, Hiyerones, Independencia areas (Mocache districts, Los Rios province), Manabi, Santa Elena, Azuay, Canar,  Cotopaxi, El Oro, Esmeraldas, Loja provinces",-0.5987,-79.5,39793,Km2,Flood,"Riverine flood","Slide (land, mud, sn",29,71860,0,,2012-0071
/04/2012,/05/2012,Ecuador,ECU,,,,,Vaccinated,Epidemic,"Viral disease",--,11,6967,0,Dengue,2012-0095
01/05/2012,25/09/2012,Ecuador,ECU,"Azuay, El Oro, Imbabura, Loja provinces",,,,Km2,Wildfire,"Forest fire",--,5,1945,0,,2012-0608
24/01/2013,24/01/2013,Ecuador,ECU,"Pueblo Nuevo community (Camillo Ponce Enriquez district, Azuay province)",,,,,Landslide,Landslide,--,10,0,0,,2013-0014
23/04/2013,23/04/2013,Ecuador,ECU,"Tabete (Esmeraldas district, Esmeraldas province)",,,,,Landslide,Landslide,--,14,0,0,,2013-0120
/01/2013,/04/2013,Ecuador,ECU,"Carchi, Chimborazo, El Oro, Esmeraldas, Guayas, Imbabura, Los Rios, Manabi, Morona Santiago, Napo, Orellana, Pastaza, Pichincha, Santa Elena, Santo Domingo de los Tsachilas, Tungurahua provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",0,25567,0,,2013-0372
/02/2013,/06/2013,Ecuador,ECU,"Zapotillo, Celica, Paltas, Macara, Sozoranga districts (Loja province)",,,,Km2,Drought,Drought,--,0,3165,0,,2013-9308
13/08/2014,13/08/2014,Ecuador,ECU,"Quito district (Pichincha province)",,,5.1,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",3,18,0,,2014-0288
23/03/2015,23/03/2015,Ecuador,ECU,"Santo Domingo district (Santo Domino de los Tsachilas province), Santa Rosa district (El Oro province), Chillanes district (Bolivar province), Pichincha, Los Rios, Esmeraldas, Napo provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",12,1185,0,,2015-0114
14/08/2015,22/08/2015,Ecuador,ECU,"Cotopaxi, Napo, Pichincha provinces",-0.677,-78.436,,,"Volcanic activity","Lava flow",--,0,800000,0,Cotopaxi,2015-0361
17/11/2015,/03/2016,Ecuador,ECU,"Cotaló,  Chacauco, Pillate,  Chontapamba,  Chonglontus,  Cúsua,  Juive,   Bilbao,  Pelileo,  Quero,  Mocha,  Cevallos , Ambato; Tungurahua, Chimborazo provinces",-1.467,-78.442,,,"Volcanic activity",--,--,0,130042,0,"Tungurahua ",2015-0550
01/01/2016,25/01/2016,Ecuador,ECU,"Guayas, Bolívar, Esmeraldas, Cotopaxi, Los Ríos, Manabí, Imbabura, Santo Domingo de los Tsáchilas, El Oro provinces",-0.786,-797.01,69541.98,Km2,Flood,"Flash flood",--,9,10000,10000,,2016-0032
24/01/2016,26/01/2016,Ecuador,ECU,"Atacames, Rioverde, Esmeraldas districts (Esmeraldas province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",0,23955,0,,2016-0039
16/04/2016,16/04/2016,Ecuador,ECU,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",0.382,-79.92,7.8,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",672,389364,2000000,,2016-0117
18/05/2016,18/05/2016,Ecuador,ECU,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",0.495,-79.62,6.8,Richter,Earthquake,"Ground movement",--,1,147,0,,2016-0151
02/01/1902,02/01/1902,"El Salvador",SLV,,,,,Richter,Earthquake,Tsunami,--,185,0,0,,1902-0002
19/06/1906,19/06/1906,"El Salvador",SLV,"San Salvador",,,,Richter,Earthquake,"Ground movement",--,0,0,0,,1906-0026
08/06/1934,08/06/1934,"El Salvador",SLV,,,,,Kph,Storm,"Tropical cyclone",--,2000,0,0,,1934-0007
06/05/1951,06/05/1951,"El Salvador",SLV,"Jucuapa, Chinameca","13.30 N","88.23 W",,Richter,Earthquake,"Ground movement",--,1000,0,23000,,1951-0012
03/05/1965,03/05/1965,"El Salvador",SLV,"San Salvador","13.40 N","89.10 W",,Richter,Earthquake,"Ground movement",--,125,139720,35000,,1965-0025
/06/1969,/06/1969,"El Salvador",SLV,"South West to North West",,,,Vaccinated,Epidemic,"Viral disease",--,12,19,0,"Equine encephalitis",1969-0073
04/09/1969,04/09/1969,"El Salvador",SLV,"Rio Lempa, South West Coast",,,,Kph,Storm,"Tropical cyclone",--,2,4640,1600,Francelia,1969-0090
19/06/1982,19/06/1982,"El Salvador",SLV,,,,6.9,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",20,32500,0,,1982-0081
17/09/1982,17/09/1982,"El Salvador",SLV,"Sonsonate, Ahuachapan",,,,Km2,Flood,--,--,500,68000,280000,,1982-0102
/07/1982,//1982,"El Salvador",SLV,,,,,Km2,Drought,Drought,--,0,0,0,,1982-9286
10/10/1986,10/10/1986,"El Salvador",SLV," San Salvador","13.40 N","89.10 W",7.5,Richter,Earthquake,"Ground movement",--,1100,770000,1500000,,1986-0123
14/06/1988,14/06/1988,"El Salvador",SLV,"Agua Escondida",,,,,Landslide,Landslide,--,22,0,0,,1988-0265
24/08/1988,24/08/1988,"El Salvador",SLV,"La Paz, Usulutan, San Miguel, La Union",,,95,Km2,Flood,"Riverine flood",--,33,39060,0,,1988-0387
//1989,//1989,"El Salvador",SLV,,,,,Km2,Flood,--,--,10,0,0,,1989-0564
/06/1991,/06/1991,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Bacterial disease",--,155,5625,0,Cholera,1991-0394
/01/1992,/01/1992,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Bacterial disease",--,0,350,0,Cholera,1992-0092
28/09/1992,29/09/1992,"El Salvador",SLV,"La Union, San Miguel, Usulatan, San Vicente, La Paz departments",,,,Km2,Flood,"Riverine flood",--,2,8000,0,,1992-0150
15/06/1993,15/06/1993,"El Salvador",SLV,"Santa Tecla",,,,,Landslide,Avalanche,--,22,0,0,,1993-0334
/07/1994,/09/1994,"El Salvador",SLV,,,,,Km2,Drought,Drought,--,0,0,1000,,1994-9162
28/09/1995,28/09/1995,"El Salvador",SLV,"Usulutan Province",,,10,Km2,Flood,--,--,8,1500,0,,1995-0235
/01/1995,/01/1995,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Viral disease",--,5,9296,0,"Dengue fever",1995-0312
26/07/1996,26/07/1996,"El Salvador",SLV,Coast,,,126,Kph,Storm,"Tropical cyclone",--,12,0,10,"Cesar and Douglas",1996-0172
09/06/1997,09/06/1997,"El Salvador",SLV,,,,,Kph,Storm,"Tropical cyclone",--,4,2000,0,Andres,1997-0126
25/10/1998,01/11/1998,"El Salvador",SLV,,,,270,Kph,Storm,"Tropical cyclone",--,475,84000,388100,Mitch,1998-0343
/12/1998,/12/1998,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Viral disease",--,0,1670,0,Dengue,1998-0573
/05/1998,//1998,"El Salvador",SLV,,,,,Km2,Drought,Drought,--,0,0,170000,,1998-9216
10/09/1999,13/09/1999,"El Salvador",SLV,"Rancho Grande, Traura",,,,Km2,Flood,"Riverine flood",--,7,5450,1500,,1999-0349
05/09/2000,09/09/2000,"El Salvador",SLV,"Cabanas, Cuscatlan, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Usulutan provinces",,,,Km2,Flood,"Riverine flood",--,2,400,0,,2000-0595
01/10/2000,01/10/2000,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,Kph,Storm,"Tropical cyclone",--,1,100,0,Keith,2000-0645
14/09/2000,14/09/2000,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Viral disease",--,24,211,0,Dengue,2000-0882
13/01/2001,13/01/2001,"El Salvador",SLV,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces",13.049,-88.66,7.7,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",844,1334529,1500000,,2001-0013
13/02/2001,13/02/2001,"El Salvador",SLV,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)",13.671,-88.938,6.6,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",315,256021,348500,,2001-0042
18/09/2001,21/09/2001,"El Salvador",SLV,"San Salvador, Soyapango districts (San Salvador province)",,,,Km2,Flood,"Flash flood",--,0,1000,0,,2001-0561
/05/2001,//2001,"El Salvador",SLV,"Usulutan, San Miguel, Morazan, La Union provinces",,,450,Km2,Drought,Drought,--,0,400000,22400,,2001-9383
23/05/2002,05/06/2002,"El Salvador",SLV,"San Salvador district (San Salvador province)",,,,Km2,Flood,"Riverine flood",--,1,100,0,,2002-0337
01/01/2002,06/07/2002,"El Salvador",SLV,"Cabanas, Cuscatlan, Libertad, Santa Ana, San Salvador departments",,,,Vaccinated,Epidemic,"Viral disease",--,6,2399,0,Dengue,2002-0371
21/09/2002,21/09/2002,"El Salvador",SLV,"Ahuachapan province",,,0,Kph,Storm,"Tropical cyclone",--,0,500,0,Isidore,2002-0851
21/06/2003,19/07/2003,"El Salvador",SLV,"Country wide",,,,Vaccinated,Epidemic,--,--,304,50000,0,Pneumonia,2003-0379
05/05/2005,05/05/2005,"El Salvador",SLV,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)",,,4.9,Richter,Earthquake,"Ground movement","Slide (land, mud, sn",1,751,0,,2005-0240
24/06/2005,27/06/2005,"El Salvador",SLV,"Comesagua district (La Libertad province), Cuisnahuat district (Sonsonate province), San Pedro Puxtla, Apaneca districts (Ahuachapan province), San Salvador district (San Salvador province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",33,2332,0,,2005-0348
01/10/2005,13/10/2005,"El Salvador",SLV,"San Salvador, San Marcos districts (San Salvador province), La Libertad, Santa Tecla districts (La Libertad province), Lourdes city (Colon district, La Libertad province), Chaparral village (Chilanga district, Morazan province), Ateos city (Sacacoyo district, La Libertad province), El Chaparral area (Ciudad Barrios district, San Miguel province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, sn",69,72141,355700,Stan,2005-0567
01/10/2005,01/10/2005,"El Salvador",SLV,"Juayua, Nahuizalco districts (Sonsonate province), Santa Ana district (Santa Ana province), San Francisco Menendez, Ahuachapan districts (Ahuachapan province)",13.8528,-89.63,,,"Volcanic activity","Ash fall",--,2,2000,0,"Santa Ana (Ilamatepec)",2005-0570
03/10/2005,03/10/2005,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,Km2,Flood,"Riverine flood","Slide (land, mud, sn",15,0,0,,2005-0593
19/05/2005,19/05/2005,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,Kph,Storm,"Tropical cyclone",--,0,0,0,Adrian,2005-0732
17/12/2006,17/12/2006,"El Salvador",SLV,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)",,,,Richter,Earthquake,"Ground movement",--,0,16470,0,,2006-0699
/11/2006,/11/2006,"El Salvador",SLV,"Santa Tecla district (La Libertad province)",,,,°C,"Extreme temperature ","Cold wave",--,1,0,0,,2006-0709
04/09/2007,04/09/2007,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,Kph,Storm,"Tropical cyclone",Flood,0,2800,0,Felix,2007-0439
12/10/2007,26/10/2007,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",10.98,-85.44,,Km2,Flood,"Riverine flood",--,2,500,0,,2007-0503
03/07/2008,03/07/2008,"El Salvador",SLV,"Modelo borough (San Salvador district, San Salvador province)",,,,Km2,Flood,"Riverine flood","Transport accident",30,0,0,,2008-0282
16/10/2008,16/10/2008,"El Salvador",SLV,"Usulutan, San Miguel provinces",,,,Km2,Flood,"Riverine flood",--,0,3000,0,"Tropical Depression Sixteen",2008-0484
07/11/2009,09/11/2009,"El Salvador",SLV,"San Vicente, San Salvador, Cabanas, Cuscatlan, La Paz, La Libertad, Usulutan provinces",13.77,-89,,Kph,Storm,"Tropical cyclone",Flood,275,90000,939000,"Hurricane ""Ida""",2009-0477
/01/2009,/11/2009,"El Salvador",SLV,,,,,Vaccinated,Epidemic,"Viral disease",--,7,4598,0,Dengue,2009-0562
12//2009,//2009,"El Salvador",SLV,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,Km2,Drought,Drought,--,0,0,27000,,2009-9415
29/05/2010,01/06/2010,"El Salvador",SLV,"San Salvador, Sonsonate, Ahuachapan, La Libertad provinces",,,,Kph,Storm,"Tropical cyclone",Flood,10,11520,20000,"Hurricane Agatha",2010-0211
27/06/2010,27/06/2010,"El Salvador",SLV,"San Miguel province",,,,Kph,Storm,"Tropical cyclone",Rain,6,500,0,"Tropical storm ""Alex""",2010-0260
